cod_lab,cod_georef,cod_escuela,espacio,escuela_o_departamento,nombre_de_laboratorio,actividad,sede ,direccion,telefono,telefono_lab,telefono_responsable,email,email,identificacion,cargo,oficina,celular,email_univalle,codigo_pruebas_y_ensayos,grupo_de_investigacion,categoria,categoria_docente,equipo_robusto,ano_de_fundacion,m2,capacidad_estudiantes,capacidad_maxima_estudiantes,hora_semana,pce,resolución_de_creación,notas,personal 
9003,385,385,4012,INSTITUTO DE PSICOLOGÍA,Laboratorio Virtual,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Es un proyecto de hace 3 años, inicialmente uno era equipos de edición de video tiene 3 cámaras semiporfesionales, computadores mac y software de edición (el adobe premier) esta parte ha funcionado provisionalmente, para formación video y para proyectos que hacen su resutlados con video, los equipos estan en prestamo a los docentes dado que la sala aún no esta en funcionamiento por que no ha llegado el mobiliario. Para inciar la actividcación se hizo un curso de verano edici´pn dematerial de video y formación, estudiant3es de pre pos y 2 profesores.
5 equipos portátiles que sirva para investigación y docencia, software para diseño de expermientos e-prime permite diseñar las pruebas  psicologicas, registra diferecttes variables como el tiempo. Tienen cajas de respuesta para responder una pregunta (hardware), se han diseñado una o dos pruebas, pero no se ha continuado con el monitor, ahora hay un docente para sus proyectos sw investifación. La idea inicial es que estuviera articulado en cursos, por que no requiere grandes connocimientos en programación dado que solo debe seleccionar. Pero dado que no tiene un profesional a cargo y no se ha concretado entonces no se ha podido realizar. EN este momento el profesor Oscar usa el espacio y las cámaras para aplicar el proyecto",,,,,,,,,,"0,0%",,,SI(1)
5001,383,383,3010-3012-3013-3014-3015-3016-3017, ESCUELA DE COMUNICACIÓN SOCIAL,Laboratorio de Video Digital ,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,3212241 Ext. 42,,,,,,,,alexander.tinoco@correounivalle.edu.co,"En las salas de video se realiza el montaje audiovisual de distintas piezas audiovisuales producidas en el marco de las prácticas académicas de los estudiantes de la Escuela, apoyando básicamente las siguientes asignaturas:

-Taller de audiovisuales: 
 *Curso de Técnica y Estética Audiovisual I y II (Códigos: 506115M - 506121M)
 *Curso de Montaje I y II (Códigos: 506111M -506120M)
 *Curso de Guion I y II (Códigos: 506114M- 506116M)

-Electiva Profesional II (Código: 506129M)
-Taller de Imagen II (Código: 506007M)
-Trabajo I y II de grado (Código: 506077M -506078M)",,,,,,,,,,"0,0%",,,SI(1)
5002,383,383,3005,ESCUELA DE COMUNICACIÓN SOCIAL,Laboratorio de Grabación en Auto Digital,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,3212241 Ext. 42,,,,,,,,jesus.a.becerra@correounivalle.edu.co,"Adecuado con sistema de grabación, reproducción  y edición digital, este laboratorio  cumple adicionalmente  funciones de aula para aquellos cursos o talleres que por su dinámica requieren apoyo técnico permanente en la grabación de ejercicios in situ o en la audición de materiales. Este laboratorio está adecuado con una cabina de grabación con capacidad para 8 personas aproximadamente. 

En este laboratorio se realizan tanto las clases del Taller de Radio, como la grabación en cabina de los ejercicios académicos realizados por estudiantes de la Escuela,  apoyando básicamente las siguientes asignaturas:

-Taller de Radio: 
Radio: Géneros y Lenguajes (Código 506033M) 
Proyecto Radiofónico (Código: 506025M) 
Radio y Sociedad (Código 506056M)

-También se apoya la grabación de bandas sonoras de las piezas audiovisuales producidas por los estudiantes en el marco de las siguientes asignaturas:
 *Curso de Técnica y Estética Audiovisual I y II (Códigos: 506115M - 506121M)
 *Curso de Montaje I y II (Códigos: 506111M -506120M)
 *Curso de Guion I y II (Códigos: 506114M- 506116M)

-Electiva Profesional II (Código: 506129M)

-Trabajo I y II de grado (Código: 506077M -506078M)",,,,,,,,,,"0,0%",,,SI(1)
5003,383,383,3004,ESCUELA DE COMUNICACIÓN SOCIAL,Laboratorio de postproducción en Audio Digital,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,3212241 Ext. 42,,,,,,,,cesar.torres@correounivalle.edu.co,"Este laboratorio cuenta con una dotación que le permite asumir tareas de postproducción profesional de sonido asociado a las actividades académicas tales como ejercicios radiofónicos propuestos en el marco de las asignaturas que componen el taller de radio, construcción de banda sonoras para los sonovisos que se hacen en el segundo nivel del Taller de Imagen, bandas sonoras de los ejercicios que se  efectúan en las diferentes asignaturas del Taller de Audiovisuales, registro directo, doblaje, efectos, etc. Adicionalmente se apoya el trabajo de grupos  o colectivos estudiantiles interesados en la experimentación sonora. 

De manera puntual se apoyan  las siguientes asignaturas:

-Taller de Radio: 
*Radio: Géneros y Lenguajes (Código 506033M) 
*Proyecto Radiofónico (Código: 506025M) 
*Radio y Sociedad (Código 506056M)
-Taller de Audiovisuales:
 *Curso de Técnica y Estética Audiovisual I y II (Códigos: 506115M - 506121M)
 *Curso de Montaje I y II (Códigos: 506111M -506120M)
 *Curso de Guion I y II (Códigos: 506114M- 506116M)

-Electiva Profesional II (Código: 506129M)

-Trabajo I y II de grado (Código: 506077M -506078M)",,,,,,,,,,"0,0%",,,Si(1)
5004,383,383,2005,ESCUELA DE COMUNICACIÓN SOCIAL,Laboratorio de Fotografía,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,3212241 Ext. 42,,,,,,,,lorena.chavez@correounivalle.edu.co,"El Laboratorio de Fotografía sirve de soporte técnico y ambiente educativo a estudiantes de pregrado de la Escuela de Comunicación Social, para desarrollar procesos de producción fotográfica del Taller de Imagen I y II y para el desarrollo de trabajos de grado. 

Este laboratorio cuenta con un cuarto oscuro para adelantar procesos de revelado y copiado de fotografía análoga, utilizando la técnica fotográfica del Blanco y Negro. Dispone para ello de cinco ampliadoras, un mesón para proceso de revelado de papel, un cuarto de revelado de película y un cuarto de secado. 

Para llevar a cabo el tratamiento y métodos profesionales de postproducción digital de imágenes, edición de productos audiovisuales a base de fotografías fijas (sonovisos), edición y diagramación de ensayos fotográficos (foto reportajes), realización de animaciones y composiciones digitales, cuenta con dos (2) estaciones de trabajo digital dotadas con la suite de Adobe CS5.

De manera puntual apoya las siguientes asignaturas:
-Taller de Imagen I 506005M
-Taller de Imagen II (Código: 506007M) -Trabajos de grado",,,,,,,,,,"8,0%",,,Si(1)
5005,383,383,3011,ESCUELA DE COMUNICACIÓN SOCIAL,Laboratorio de Autoedición,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,3212241 Ext. 42,,,,,,,,walter.zapata@correounivalle.edu.co,"Este laboratorio tiene entre sus funciones servir de soporte técnico y ambiente educativo para desarrollar soluciones gráficas y de diseño a las producciones textuales y demás contenidos producidos por los estudiantes en el marco de sus asignaturas, así como a proyectos de investigación y extensión.  Adicionalmente sirve de apoyo a procesos de  docencia y extensión adelantados en los talleres de prensa y escritura. Este laboratorio proporciona soluciones a las necesidades de la realización de proyectos editoriales de esta unidad académica y administra además la página web y redes sociales de la Escuela.

En docencia se apoyan básicamente las siguientes asignaturas:

-Escritura I (Código 506004M)
-Análisis Textual I (Código 506101M)
-Escritura II (Código 506006M)
-Análisis Textual II (Código 506092M)
-Escritura III (Código 506075M)
-Prensa Géneros y Lenguajes  (Código 506018M)
-Proyecto Editorial (Código 506027M)

 APOYO A GRUPOS DE INVESTIGACIÓN - APOYO OPERATIVO Y CONCEPTUAL A DOCENTES Y ESTUDIANTES DEL ÁREA DE PRENSA - DISEÑO PERMANENTE DE PIEZAS GRÁFICAS Y MULTIMEDIALES PARA DOCENCIA Y EXTENSIÓN - FUNCIONES DIARIAS DE COMMUNTY MANAGER Y WEB MANAGER DE LA WEB DE LA ESCUELA DE COMUNICACIÓN SOCIAL Y EN REDES SOCIALES - MANTENIMIENTO PERIÓDICO DE EQUIPOS.",,,,,1992,90,5,25,20,"7,1%",,,Si(1)
5006,383,383,3018,ESCUELA DE COMUNICACIÓN SOCIAL,Laboratorio de audiovisuales y soporte técnico,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,3212100 Ext. 2419,,,,,,,,german.toro@correounivalle.edu.co,"El Laboratorio está ubicado en el espacio 3018. Cuenta con un espacio adecuado para el bodegaje de equipos y ayudas audiovisuales.  Adicionalmente tiene un área para adelantar  soporte técnico en tareas de mantenimiento preventivo y correctivo electrónico y eléctrico a los equipos de los otros laboratorios de la Escuela (Video Digital, Audio Digital y Audio Análogo) y demás ayudas audiovisuales para trabajo académico de la Escuela de Comunicación Social. 
Como laboratorio de docencia sirve de apoyo en el proceso  de formación en tecnología audiovisual de los estudiantes, brindándoles asesoría permanente en el uso de equipos. Igualmente coordina el suministro de equipos requeridos para las prácticas académicas de los estudiantes, básicamente en las siguientes asignaturas:
-Taller de audiovisuales: 
 *Curso de Técnica y Estética Audiovisual I y II (Códigos: 506115M - 506121M)
 *Curso de Montaje I y II (Códigos: 506111M -506120M)
 *Curso de Guión I y II (Códigos: 506114M- 506116M)
-Electiva Profesional II (Código: 506129M)
-Taller de Imagen II (Código: 506007M)
-Trabajo I y II de grado (Código: 506077M -506078M)
 En segunda instancia se apoyan los proyectos de investigación realizados por docentes de esta unidad académica. ",,,,,,"38,3",6,30,20,"5,0%",,,Si(1)
5007,380,380,1008,ESCUELA DE COMUNICACIÓN SOCIAL,laboratorio de  Modelos Estructurales,DOCENCIA DE PREGRADO E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Estructuras I 502073, Estructuras III 502082M, diplomado arquitectura y sismo resistencia. Se han realizado 2 investigaciones : Influencia de la Configuración en el Comportamiento Sismo Resistente de las Edificaciones y Período de Vibración de las Edificaciones.",,,,,2010,"60,48",20,25,12,"10,5%",,"Espacio muy bajo, el espacio es muy reducido.",Si(1)
5008,382,382,1006,ESCUELA DE ARQUITECTURA,Modelado y Simulación Bioclimática en Arquitectura y Urbanismo,"DOCENCIA PREGRADO Y POSTGRADO, INVESTIGACIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"ASIGNATURAS PREGRADO:  502072M Acondicionamiento Ambiental I, 502075M Acondicionamiento Ambiental II, 501112M Clima  y Arquitectura, DiseñoUrbano Bioclimático.                                                                                                                        .     ASIGNATURAS POSGRADO: 501009 Arquitectura Bioclimática I, Arquitectura Bioclimática II, 780015Climatización en Edificaciones.                                                                                                                                                             SERVICIOS: Pruebas de Definición de Patrones de Flujo del Aire a nivel Urbano y Arquitectóinico con modelos a escala (Tunel de Viento) Caracterización Climática de Cali, datos de Velocidad y dirección del Aire, Humedad Relativa, Radiación Solar, Presión Atmosférica, Temperatura del Aire (Estaciones Meteorológicas). Medición de temperatura radiante de elementos (Termómetro digital y cámara termográfica). Nivel de Ruido (Sonómetro), Nivel de Calidad de Aire (Analizador de partículas), Niveles de Iluminancia (Luxómetro). Niveles de Humedad Relativa y Temperatura del Aire en espacios interiores ( Termohigrómetro USB), Niveles de Velocidad y temperatura del Aire en espacios interiores y exteriores (Anemómetro) ",,,,,2007,"80,5",25,25,,"10,5%",,una alta proyección para consultoría y prestación de servicios. Actualizar los planos del laboratorio.,SI(1)
5009,x,x,El laboratorio no tiene ningún espacio asignado,ESCUELA DE ARQUITECTURA,Intervención urbana,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,del grupo habitad y desarrollo sostenible,,,,,,,,,,"5,0%",,"LABORATORIOS ASOCIADOS CON grupos de investigación, se va a ubicar en EIDENAR",SI(1)
50010,x,x,El laboratorio no tiene ningún espacio asignado,ESCUELA DE ARQUITECTURA,Acondicionamiento ambiental,"DOCENCIA PREGRADO Y POSTGRADO, INVESTIGACIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"502075M - Acondicionamiento Ambiental II: Responsable. Javier Barona, arquitecto                                                                                                                                                                                      502080M - Acondicionamiento Ambiental III: Responsable. Luis G. Caicedo, Ingeniero Eléctrico.                                                                                                                                                                                  502077M - Introducción a la Domótica: Responsable. Javier Barona, arquitecto                                                                                                                      502061M - Armonía del Hábitat y Geobiología: Responsable. Luis G. Caicedo, ingeniero eléctrico.                                                                                                                                                 Se realizan Actividades de docencia, extensión y pruebas con modelos a escala físicos y virtuales sobre los factores ambientales, climáticos, de confort organoléptico y de las instalaciones a las que es sometida la edificación; mediante mediciones y pruebas de los factores térmicos, acústicos, lumínicos. Así mismo se realizaran actividades encaminadas a diseñar, resolver y solucionar instalaciones domóticas, eléctricas e hidrosanitarias. ",,,,,2005,40,20,25,12,"10,5%",,Este laboratorio ya tiene asignado el espacio y cuenta con algunos equipos,SI(2)
50011,x,x,El laboratorio no tiene ningún espacio asignado,ESCUELA DE ARQUITECTURA,Taller de Fibras Vegetales,"DOCENCIA PREGRADO Y POSTGRADO, INVESTIGACIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,,,,,,,,,,,"0,0%",,"el laboratorio cuenta con equipos, pero falta el espacio adecuado",SI(1)
50012,382,382,1006,ESCUELA DE ARQUITECTURA,FAI-FAB-LAB,"DOCENCIA PREGRADO Y POSTGRADO, INVESTIGACIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Docencia en cursos reacionados con fabricación digital. Procesos de producción de objetos, prototipos y modelos por medio de herramientas de fabricaciòn digital. Capacitación en manejo de recursos digitales para la representación en arquitectura.",,,,,,"59,1",12,12,40,"10,5%",,,SI(1)
50013,382,382,"4001
estacion 1
",INTEGRADAS,Laboratorio de In Media ,INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,jhan.jimenez@correounivalle.edu.co,"Inicialmente se daba soporte a la parte de extensión, luego se aumento el espectro y facilito a docentes que tuvieran proyecto relacionados con animación, la parte visual, etc.
Prototipado rápido con impreso 3D
Estación 1: Actividades relacionadas con proyectos de los grupos de Investigación del Depto de Diseño: NOBUS y CAMALEÓN en proyectos de convocatoria de creacion artistica como: Multimedia Cali Cultura Salcera: El mulataje Musical entre el Barrio y la Ciudad Global-  Análisis de la Expresión como gramática visual en los buses escalera del Eje Cafetero en Colombia  - La construcción de sentido en el diseño audiovisual - Diseño de piezas gráficas y  multimediales para el Congreso Internacional de Diseño en Sociedad (versiones 8, 9 y 10) /  Estación 2:Actividades por docencia en las siguientes asignaturas: Fotografía I (código 507037M), Fotografía II (código 507038M), Fotografía III (código 507054M), Fotografía experimental. ",,,,,,65,5,25,40,"0,0%",,"*es un espacio muy caluroso y el voltaje es muy variable, por eso el equipo de prototipado esta en otro espacio, que es la oficina del técnico Jham. Es la persona delegada para controlar ingresos, usos, equipos, actualizaciones.",SI(2)
50014,314,314,1018, DEPARTAMENTO DE ARTES ESCÉNICAS,"Laboratorio de actuación, montaje y cuerpo","DOCENCIA
INVESTIGACIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,alejandro.gonzalez@correounivalle.edu.co,"Investigación y creación artística. Asignaturas: Taller de didáctica de la actuación, taller de montaje II, taller de técnica vocal II, taller de técnica vocal III, repertorio de ballet I, II, III y IV, metodología de la danza clásica II y metodología dúo clásico II",,,,,,,,,,"0,0%",,"Reflectores, sonido, colchonetas, espejos, mesas, sillas, cámara ",SI(1)
50015,314,314,2025, DEPARTAMENTO DE ARTES ESCÉNICAS,Sala auxiliar de teatro (Laboratorio de actuación y montaje),"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,alejandro.gonzalez@correounivalle.edu.co,"Teatro infantil, teatro juvenil, taller de danza, temporada teatral univalle. Asignaturas: Danza histórica, danza de carácter, metodología de la danza histórica I y II, metodología de la danza de carácter I y II",,,,,,,,,,"0,0%",,"Sellamiento acústico, telones, luces de trabajo y luces escénicas, sonido, aislamiento acústico, mesas, sillas, cámara ",SI(1)
50016,314,314,2015, DEPARTAMENTO DE ARTES ESCÉNICAS,Laboratorio de voz,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,alejandro.gonzalez@correounivalle.edu.co,"Investigación y creación artística. Asignaturas:  Taller de entrenamiento vocal I y II, taller de exploración vocal I y II",,,,,,,,,,"0,0%",,"Sonido, mesas, sillas, cámara ",SI(1)
50017,314,314,2018, DEPARTAMENTO DE ARTES ESCÉNICAS,"Laboratorio de actuación, montaje y danza",DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,alejandro.gonzalez@correounivalle.edu.co,"Investigación y creación artística. Asignaturas: Taller de didáctica de la actuación II, taller de iniciación al movimiento II, taller de exploración del movimiento II, taller de montaje III, técnica clásica I, II, III y IV, actuación para bailarines I y II, metodología de la danza clásica I",,,,,,,,,,"0,0%",,"Espejos, barras de ballet, sonido, luces, mesas, sillas, cámara ",SI(1)
50018,314,314,3018, DEPARTAMENTO DE ARTES ESCÉNICAS,Laboratorios de actuación y montaje,DOCENCIA E INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,alejandro.gonzalez@correounivalle.edu.co,"Investigación y creación artística. Asignaturas: Danza contemporánea I, II, III y IV, taller de didáctica de la actuación III y IV, seminario de pedagogía teatral I y II",,,,,,,,,,"0,0%",,"Sonido, luces, telones, mesas, sillas, cámara ",Si(1)
50019,332,332,auditorio 4, DEPARTAMENTO DE ARTES ESCÉNICAS,Auditorio 4,"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,alejandro.gonzalez@correounivalle.edu.co,"Teatro infantil, teatro juvenil, taller de danza, temporada teatral univalle. Asignaturas: Taller de iniciación al movimiento I, taller de exploración del movimiento I, taller de montaje I, taller de creación, repertorio y proyección I y II, metodología dúo clásico II, composición coreográfica I y II",,,,,,,,,,"0,0%",,"Sonido, luces profesionales, adecuación de bodegas, linóleo, telones, sistema de video, mesas, sillas, cámara ",Si(1)
50020,314,314,no se encontro en visita de campo, DEPARTAMENTO DE ARTES VISUALES Y ESTÉTICA,Multitaller,INVESTIGACIÓN,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,Investigación y creación artística,,,,,,,,,,"0,0%",,Nota: Espacio en préstamo,Si(1)
50021,313,313,1010, DEPARTAMENTO DE ARTES VISUALES Y ESTÉTICA,Laboratorio de fotografía Análoga,"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Es un espacio donde se realiza el revelado de fotografías análogas, tiene un espacio de procesamiento, revelado y secado. ",,,,,,,,,,"0,0%",,,NO
50022,313,313,1009, DEPARTAMENTO DE ARTES VISUALES Y ESTÉTICA,Laboratorio de Imagen digital,"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"En este laboratorio se realizan actividades de animación, edición,  cine, cortos, creación de video juegos. El laboratorio básicamente se utiliza para el trabajo de nuevos medios.",,,,,,,,,,"0,0%",,,NO
50023,313,313,1007, DEPARTAMENTO DE ARTES VISUALES Y ESTÉTICA,procesos en arte,"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"En este laboratorio se realizar diseños, modelos y estructuras  a base madera, por lo cual cuentan con cortadoras y maquinaria para el procesamiento de materiales.",,,,,,,,,,"0,0%",,,SI(1)
50024,313,313,1008, DEPARTAMENTO DE ARTES VISUALES Y ESTÉTICA,Experimentación fotográfica,"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Este espacio es un estudio fotográfico en el cual los estudiantes e investigadores pueden realizar fotografías usando el espacio para ambientar con colores, iluminación y elementos propios del proceso que se lleve a cabo.",,,,,,,,,,"0,0%",,Es necesario identificar las necesidades de forma visible para el uso del espacio. Ej.: no ingresar con calzado.,NO
50025,313,313,1001-1002-1003-1004, DEPARTAMENTO DE ARTES VISUALES Y ESTÉTICA,Talleres,"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"espacios de actividades teórico prácticas, donde los estudiantes realizan muestras, desarrollan trabajos manuales.",,,,,,,,,,"0,0%",,,NO
50026,383,383,3010-3012,FACULTAD DE ARTES INTEGRADAS,Piso Informático (Salas de Cómputo),"DOCENCIA, INVESTIGACIÓN Y EXTENSIÓN",MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"En el piso informático se realiza: investigación de proyectos de grado,  talleres de extensión, apoyo tecnológico a la FAI, soporte técnico para mantenimiento preventivo, correctivo de la FAI, se realizan capacitaciones al personal de la Universidad del Valle en el uso de software de informática, correo electrónico, etc.
En las salas 1 y 2 se utiliza una planta tecnológica de computadores MAC, en estos espacios se da soporte tecnológico especialmente a los programas de Diseño Gráfico, Artes Visuales y Comunicación Social.
En las salas 3, 4 y 5: se utiliza una planta tecnológica de Windows, en estos espacios se da soporte tecnológico especialmente a los programas de Arquitectura y Diseño Industrial.
La sala 6, es un espacio multipropósito donde se pueden realizar reuniones, entregas y además videoconferencias.
La sala 7 se denomina Laboratorio de imagen, sonido y video digital, en este espacio se da soporte a todos los programas de la FAI, en este espacio se pueden realizar edición de sonido, edición de video, música digital, manipulación de imagen, etc.",,,,,,,,,,"33,3%",,entrenamiento de los monitores,SI(1)
50027,313,313,4003-4004-4005,FACULTAD DE ARTES INTEGRADAS ESCUELA DE MÚSICA,Taller de percusión,DOCENCIA,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,Prácticas y clases de percusión,,,,,,49,8,20,56,"5,0%",,,NO
50028,313,313,4002,FACULTAD DE ARTES INTEGRADAS ESCUELA DE MÚSICA,Salón de la BIG BAND,DOCENCIA,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,Salón de ensayo de la banda de la Big Band y taller de saxofon del profesor Rhito Burbano,,,,,,49,20,20,40,"5,0%",,,NO
50029,313,313,3007,FACULTAD DE ARTES INTEGRADAS ESCUELA DE MÚSICA,Taller de opera,DOCENCIA,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,Es el espacio donde se dictan clases de opera y se realizan los ensayos.,,,,,,78,60,60,56,"5,0%",,,NO
50030,313,313,no se encontro en visita de campo,FACULTAD DE ARTES INTEGRADAS ESCUELA DE MÚSICA,Taller de conjuntos y percusión,DOCENCIA,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Es un salón donde se dan una gran variedad de prácticas, ensayos de orquestas y prácticas. Ensayos de la banda sinfonica, orquesta sinfonica, clases y practicas del area de percusión.",,,,,,225,60,60,56,"5,0%",,,NO
50031,x,x,x,FACULTAD DE ARTES INTEGRADAS ESCUELA DE MÚSICA,Taller de coro,DOCENCIA,MELÉNDEZ,Calle 13 No 100-00,3212100,,,,,,,,,,"Es un espacio donde se dan clases de canto, además de los ensayos del coro magno de la Universidad. Clases de direcció y arreglos, practica coral y coros.",,,,,,98,60,60,56,"5,0%",,,NO
0611,5,0,0,"ESCUELA DE INGENIERÍA ELECTRICA 
Y ELECTRÓNICA (BUGA)",Electrónica(BUGA),DOCENCIA,SEDE BUGA,,,,,,,,,,,diego.franco@correounivalle.edu.co,Prácticas de docencia,,,,,,,,,,20%,,"Este laboratorio no cuenta con un almacén y los equipos quedan expuestos, tampoco disponen de mucho espacio para guardar proyectos de estudiantes y se ven apretados por la acumulación de los mismos",si (3; un docente y dos monitores)
0612,X,X,X,ESCUELA DE CIENCIAS DE LA ADMINISTRACIÓN (BUGA),Alimentos(BUGA),DOCENCIA,SEDE BUGA,,,,,,,,,,,jaime.ortiz@correounivalle.edu.co,Prácticas de docencia ,,,,,,"44,4",10,20,0,9%,,"Actualmente no se usa el espacio y aparentemente van a entregar la sede C, razón por la cual no han invertido en mejoramiento de la infraestructura",si (2; un docente y un monitor)
0661,8,1,111,ESCUELA DE INGENIERÍA EN ALIMENTOS (PALMIRA),Alimentos(PALMIRA),DOCENCIA,SEDE PALMIRA,,,,,,,,,,,nancy.gironza@correounivalle.edu.co,Prácticas de docencia,,,,,,,,,,72%,,,"si; (2, un docente y un auxiliar de laboratorio)"
0662,9,1,116,ESCUELA DE INGENIERÍA EN ALIMENTOS (PALMIRA),Biología(PALMIRA),DOCENCIA,SEDE PALMIRA,,,,,,,,,,,nancy.gironza@correounivalle.edu.co,Prácticas de docencia ,,,,,,,,,,72%,,,"si; (2, un docente y un auxiliar de laboratorio)"
0663,7,1,103,ESCUELA DE INGENIERÍA EN ALIMENTOS (PALMIRA),Quimica(PALMIRA),DOCENCIA,SEDE PALMIRA,,,,,,,,,,,nancy.gironza@correounivalle.edu.co,Prácticas de docencia,,,,,1996,166,60,64,25,72%,,,"si; (2, un docente y un auxiliar de laboratorio)"
0664,11,1,216,ESCUELA DE INGENIERÍA INDUSTRIAL (PALMIRA),Fisica(PALMIRA),DOCENCIA,SEDE PALMIRA,,,,,,,,,,,andres.alejandro.martinez@correounivalle.edu.co,Prácticas de docencia ,,,,,,,,,,0%,,,"si; (2, un docente y un auxiliar de laboratorio)"
0665,10,1,203,"ESCUELA DE INGENIERÍA ELECTRICA 
Y ELECTRÓNICA (PALMIRA)",Electrónica(PALMIRA),DOCENCIA,SEDE PALMIRA,,,,,,,,,,,fernando.bravo@correounivalle.edu.co,Prácticas de docencia,,,,,,"134,2",60,60,48,17%,,,"si; (2, un docente y un auxiliar de laboratorio)"
0681,14,1,105,"ESCUELA DE INGENIERÍA ELECTRICA 
Y ELECTRÓNICA (YUMBO)",Electrónica(YUMBO),DOCENCIA,SEDE YUMBO,,,,,,,,,,,hernando.sierra@correounivalle.edu.co,Prácticas de docencia ,,,,,1994,54,24,30,48,36%,,"el laboratorio no está en un espacio definitivo sino provisional, y tienen una fuente de suciedad enorme que es un ventanal sin vidrio, por ahì se entra polvo y si llueve venteado hay riesgo eléctrico. Además cuentan con un espacio de almacenamiento compartido en el edificio que desalojaron por el tema de la grieta",si (2; un docente y un auxiliar de laboratorio)
0682,X,X,X,CIENCIAS NATURALES Y EXACTAS (YUMBO),Química(YUMBO),DOCENCIA,SEDE YUMBO,,,,,,,,,,,julian.patino@correounivalle.edu.co,Prácticas de docencia ,,,,,,,,,,_,,"este laboratorio no està en uso, la infraestructura actual no lo permite. Los estudiantes de tecnología química hacen prácticas en Meléndez",
0651,4,1,0,"ESCUELA DE INGENIERÍA ELECTRICA 
Y ELECTRÓNICA (BUENAVENTURA)",Electrónica(BUENAVENTURA),DOCENCIA,"SEDE 
BUENAVENTURA",,,,,,,,,,,luis.mosquera@correounivalle.edu.co,Prácticas de docencia,,,,,1988,"82,8",30,30,20,4%,,"El convenio que tienen con el SENA, hace que se reduzcan los espacios disponibles para almacenar material. Solo tiene asignado un docente, el día de la visita presencial a pacífico se observó mucho desorden.",si; (1 docente)
0652,3,1,0,"INSTITUTO DE EDUCACIÓN 
Y PEDAGOGÍA (BUENAVENTURA)",Química(BUENAVENTURA),DOCENCIA,"SEDE 
BUENAVENTURA",,,,,,,,,,,isaias.hurtado@correounivalle.edu.co,Prácticas de docencia,,,,,1988,"82,8",30,30,20,39%,,"El convenio que tienen con el SENA, hace que se reduzcan los espacios disponibles para almacenar material. El lab. carece de un espacio para almacenar reactivos, no tiene campana de extracción, tampoco hay aire acondicionado.","Si; (2, un docente y un auxiliar de laboratorio)"
